X;Y
-14.99999;4.31E-05
-14.9969897;4.31E-05
-14.9939894;4.31E-05
-14.9909891;4.31E-05
-14.9879888;4.31E-05
-14.9849885;4.31E-05
-14.9819882;4.31E-05
-14.9789879;4.31E-05
-14.9759876;4.31E-05
-14.9729873;4.31E-05
-14.969987;4.31E-05
-14.9669867;4.31E-05
-14.9639864;4.31E-05
-14.9609861;4.31E-05
-14.9579858;4.31E-05
-14.9549855;4.31E-05
-14.9519852;4.31E-05
-14.9489849;4.31E-05
-14.9459846;4.31E-05
-14.9429843;4.31E-05
-14.939984;4.31E-05
-14.9369837;4.31E-05
-14.9339834;4.31E-05
-14.9309831;4.31E-05
-14.9279828;4.31E-05
-14.9249825;4.31E-05
-14.9219822;4.31E-05
-14.9189819;4.31E-05
-14.9159816;4.31E-05
-14.9129813;4.31E-05
-14.909981;4.31E-05
-14.9069807;4.31E-05
-14.9039804;4.31E-05
-14.9009801;4.31E-05
-14.8979798;4.31E-05
-14.8949795;4.31E-05
-14.8919792;4.31E-05
-14.8889789;4.31E-05
-14.8859786;4.31E-05
-14.8829783;4.31E-05
-14.879978;4.31E-05
-14.8769777;4.31E-05
-14.8739774;4.31E-05
-14.8709771;4.31E-05
-14.8679768;4.31E-05
-14.8649765;4.31E-05
-14.8619762;4.31E-05
-14.8589759;4.31E-05
-14.8559756;4.31E-05
-14.8529753;4.31E-05
-14.849975;4.31E-05
-14.8469747;4.31E-05
-14.8439744;4.31E-05
-14.8409741;4.31E-05
-14.8379738;4.31E-05
-14.8349735;4.31E-05
-14.8319732;4.31E-05
-14.8289729;4.31E-05
-14.8259726;4.31E-05
-14.8229723;4.31E-05
-14.819972;4.31E-05
-14.8169717;4.31E-05
-14.8139714;4.31E-05
-14.8109711;4.31E-05
-14.8079708;4.31E-05
-14.8049705;4.31E-05
-14.8019702;4.31E-05
-14.7989699;4.31E-05
-14.7959696;4.31E-05
-14.7929693;4.31E-05
-14.789969;4.31E-05
-14.7869687;4.31E-05
-14.7839684;4.31E-05
-14.7809681;4.31E-05
-14.7779678;4.31E-05
-14.7749675;4.31E-05
-14.7719672;4.31E-05
-14.7689669;4.31E-05
-14.7659666;4.31E-05
-14.7629663;4.31E-05
-14.759966;4.31E-05
-14.7569657;4.31E-05
-14.7539654;4.31E-05
-14.7509651;4.31E-05
-14.7479648;4.31E-05
-14.7449645;4.31E-05
-14.7419642;4.31E-05
-14.7389639;4.31E-05
-14.7359636;4.31E-05
-14.7329633;4.31E-05
-14.729963;4.31E-05
-14.7269627;4.31E-05
-14.7239624;4.31E-05
-14.7209621;4.31E-05
-14.7179618;4.31E-05
-14.7149615;4.31E-05
-14.7119612;4.31E-05
-14.7089609;4.31E-05
-14.7059606;4.31E-05
-14.7029603;4.31E-05
-14.69996;4.31E-05
-14.6969597;4.31E-05
-14.6939594;4.31E-05
-14.6909591;4.31E-05
-14.6879588;4.31E-05
-14.6849585;4.31E-05
-14.6819582;4.31E-05
-14.6789579;4.31E-05
-14.6759576;4.31E-05
-14.6729573;4.31E-05
-14.669957;4.31E-05
-14.6669567;4.31E-05
-14.6639564;4.31E-05
-14.6609561;4.31E-05
-14.6579558;4.31E-05
-14.6549555;4.31E-05
-14.6519552;4.31E-05
-14.6489549;4.31E-05
-14.6459546;4.31E-05
-14.6429543;4.31E-05
-14.639954;4.31E-05
-14.6369537;4.31E-05
-14.6339534;4.31E-05
-14.6309531;4.31E-05
-14.6279528;4.31E-05
-14.6249525;4.31E-05
-14.6219522;4.31E-05
-14.6189519;4.31E-05
-14.6159516;4.31E-05
-14.6129513;4.31E-05
-14.609951;4.31E-05
-14.6069507;4.31E-05
-14.6039504;4.31E-05
-14.6009501;4.31E-05
-14.5979498;4.31E-05
-14.5949495;4.31E-05
-14.5919492;4.31E-05
-14.5889489;4.31E-05
-14.5859486;4.31E-05
-14.5829483;4.31E-05
-14.579948;4.31E-05
-14.5769477;4.31E-05
-14.5739474;4.31E-05
-14.5709471;4.31E-05
-14.5679468;4.31E-05
-14.5649465;4.31E-05
-14.5619462;4.31E-05
-14.5589459;4.31E-05
-14.5559456;4.31E-05
-14.5529453;4.31E-05
-14.549945;4.31E-05
-14.5469447;4.31E-05
-14.5439444;4.31E-05
-14.5409441;4.31E-05
-14.5379438;4.31E-05
-14.5349435;4.31E-05
-14.5319432;4.31E-05
-14.5289429;4.31E-05
