1.4575e+09,4,10,135,4.1428e+12,2.6243e+09,3.9363e+09,4.1442e+12,4.1442e+12,3.9683e+09,-2.4
1.4575e+09,6,10,135,4.1455e+12,9.0209e+09,1.0333e+10,4.1468e+12,4.1468e+12,1.0365e+10,-13.2
1.4575e+09,7,10,135,4.4662e+12,1.2223e+10,1.3535e+10,4.4675e+12,4.4675e+12,1.3567e+10,-3.4
1.4575e+09,0,10,136,4.1634e+12,1.5436e+10,1.6748e+10,4.1647e+12,4.1647e+12,1.678e+10,-2.4
1.4575e+09,1,10,136,4.1646e+12,1.8614e+10,1.9926e+10,4.1659e+12,4.166e+12,1.9958e+10,-9.89
1.4575e+09,2,10,136,4.1659e+12,2.1812e+10,2.3124e+10,4.1672e+12,4.1672e+12,2.3156e+10,-3.7
1.4575e+09,3,10,136,4.1672e+12,2.5027e+10,2.6339e+10,4.1685e+12,4.1685e+12,2.6371e+10,-5.4
1.4575e+09,4,10,136,4.1684e+12,2.821e+10,2.9522e+10,4.1697e+12,4.1698e+12,2.9554e+10,-2.4
1.4575e+09,5,10,136,4.1697e+12,3.1392e+10,3.2704e+10,4.171e+12,4.171e+12,3.2736e+10,-1.9
1.4575e+09,6,10,136,4.171e+12,3.459e+10,3.5902e+10,4.1723e+12,4.1724e+12,3.5934e+10,-14.8
1.4575e+09,7,10,136,4.4918e+12,3.7787e+10,3.9099e+10,4.4931e+12,4.4931e+12,3.9131e+10,-5.8
1.4575e+09,0,10,137,4.1889e+12,4.0971e+10,4.2283e+10,4.1902e+12,4.1902e+12,4.2315e+10,-1.6
1.4575e+09,1,10,137,4.1902e+12,4.4183e+10,4.5495e+10,4.1915e+12,4.1915e+12,4.5527e+10,-10.5
1.4575e+09,2,10,137,4.1914e+12,4.7368e+10,4.868e+10,4.1927e+12,4.1928e+12,4.8712e+10,-2.09
1.4575e+09,3,10,137,4.1927e+12,5.0573e+10,5.1885e+10,4.194e+12,4.1941e+12,5.1917e+10,-5.3
1.4575e+09,4,10,137,4.1939e+12,5.3721e+10,5.5033e+10,4.1952e+12,4.1953e+12,5.5065e+10,-2.09
1.4575e+09,5,10,137,4.1952e+12,5.695e+10,5.8262e+10,4.1965e+12,4.1966e+12,5.8294e+10,-2.09
1.4575e+09,6,10,137,4.1966e+12,6.0145e+10,6.1457e+10,4.1979e+12,4.1979e+12,6.1489e+10,-14.5
1.4575e+09,7,10,137,4.5172e+12,6.3275e+10,6.4587e+10,4.5186e+12,4.5186e+12,6.4619e+10,-6.9
1.4575e+09,0,10,138,4.2145e+12,6.6534e+10,6.7846e+10,4.2158e+12,4.2158e+12,6.7878e+10,-2.09
1.4575e+09,1,10,138,4.2158e+12,6.9741e+10,7.1053e+10,4.2171e+12,4.2171e+12,7.1085e+10,-9
1.4575e+09,3,10,138,4.2183e+12,7.6125e+10,7.7437e+10,4.2196e+12,4.2196e+12,7.7469e+10,-4.5
1.4575e+09,4,10,138,4.2195e+12,7.9314e+10,8.0626e+10,4.2208e+12,4.2209e+12,8.0658e+10,-2.5
1.4575e+09,10,0,4,8.3642e+10,4.2316e+12,4.2316e+12,8.3674e+10,8.3706e+10,4.2316e+12,-2.62
1.4575e+09,10,1,4,8.3642e+10,4.2297e+12,4.2298e+12,8.3802e+10,8.3834e+10,4.2298e+12,-8.82
