X,Y
-2.99999,6.18948344561165e-05
-2.9993899399939994,6.18948344561165e-05
-2.998789879987999,6.18948344561165e-05
-2.9981898199819983,6.18948344561165e-05
-2.9975897599759977,6.18948344561165e-05
-2.9969896999699968,6.18948344561165e-05
-2.996389639963996,6.18948344561165e-05
-2.9957895799579957,6.18948344561165e-05
-2.995189519951995,6.18948344561165e-05
-2.9945894599459946,6.18948344561165e-05
-2.993989399939994,6.18948344561165e-05
-2.9933893399339935,6.18948344561165e-05
-2.992789279927993,6.18948344561165e-05
-2.992189219921992,6.18948344561165e-05
-2.9915891599159914,6.18948344561165e-05
-2.990989099909991,6.18948344561165e-05
-2.9903890399039903,6.18948344561165e-05
-2.9897889798979898,6.18948344561165e-05
-2.989188919891989,6.18948344561165e-05
-2.9885888598859887,6.18948344561165e-05
-2.987988799879988,6.18948344561165e-05
-2.987388739873987,6.18948344561165e-05
-2.9867886798679866,6.18948344561165e-05
-2.986188619861986,6.18948344561165e-05
-2.9855885598559855,6.18948344561165e-05
-2.984988499849985,6.18948344561165e-05
-2.9843884398439844,6.18948344561165e-05
-2.983788379837984,6.18948344561165e-05
-2.9831883198319833,6.18948344561165e-05
-2.9825882598259827,6.18948344561165e-05
-2.9819881998199818,6.18948344561165e-05
-2.981388139813981,6.18948344561165e-05
-2.9807880798079807,6.18948344561165e-05
-2.98018801980198,6.18948344561165e-05
-2.9795879597959796,6.18948344561165e-05
-2.978987899789979,6.18948344561165e-05
-2.9783878397839785,6.18948344561165e-05
-2.977787779777978,6.18948344561165e-05
-2.977187719771977,6.18948344561165e-05
-2.9765876597659764,6.18948344561165e-05
-2.975987599759976,6.18948344561165e-05
-2.9753875397539753,6.18948344561165e-05
-2.9747874797479747,6.18948344561165e-05
-2.974187419741974,6.18948344561165e-05
-2.9735873597359737,6.18948344561165e-05
-2.972987299729973,6.18948344561165e-05
-2.972387239723972,6.18948344561165e-05
-2.9717871797179716,6.18948344561165e-05
-2.971187119711971,6.18948344561165e-05
-2.9705870597059705,6.18948344561165e-05
-2.96998699969997,6.18948344561165e-05
-2.9693869396939694,6.18948344561165e-05
-2.968786879687969,6.18948344561165e-05
-2.9681868196819683,6.18948344561165e-05
-2.9675867596759677,6.18948344561165e-05
-2.9669866996699668,6.18948344561165e-05
-2.966386639663966,6.18948344561165e-05
-2.9657865796579657,6.18948344561165e-05
-2.965186519651965,6.18948344561165e-05
-2.9645864596459646,6.18948344561165e-05
-2.963986399639964,6.18948344561165e-05
-2.9633863396339635,6.18948344561165e-05
-2.962786279627963,6.18948344561165e-05
-2.962186219621962,6.18948344561165e-05
-2.9615861596159614,6.18948344561165e-05
-2.960986099609961,6.18948344561165e-05
-2.9603860396039603,6.18948344561165e-05
-2.9597859795979597,6.18948344561165e-05
-2.959185919591959,6.18948344561165e-05
-2.9585858595859587,6.18948344561165e-05
-2.957985799579958,6.18948344561165e-05
-2.957385739573957,6.18948344561165e-05
-2.9567856795679566,6.18948344561165e-05
-2.956185619561956,6.18948344561165e-05
-2.9555855595559555,6.18948344561165e-05
-2.954985499549955,6.18948344561165e-05
-2.9543854395439544,6.18948344561165e-05
-2.953785379537954,6.18948344561165e-05
-2.9531853195319533,6.18948344561165e-05
-2.9525852595259527,6.18948344561165e-05
-2.9519851995199518,6.18948344561165e-05
-2.951385139513951,6.18948344561165e-05
-2.9507850795079507,6.18948344561165e-05
-2.95018501950195,6.18948344561165e-05
-2.9495849594959496,6.18948344561165e-05
-2.948984899489949,6.18948344561165e-05
-2.9483848394839485,6.18948344561165e-05
-2.947784779477948,6.18948344561165e-05
-2.947184719471947,6.18948344561165e-05
-2.9465846594659464,6.18948344561165e-05
-2.945984599459946,6.18948344561165e-05
-2.9453845394539453,6.18948344561165e-05
-2.9447844794479447,6.18948344561165e-05
-2.944184419441944,6.18948344561165e-05
-2.9435843594359437,6.18948344561165e-05
-2.942984299429943,6.18948344561165e-05
-2.942384239423942,6.18948344561165e-05
-2.9417841794179416,6.18948344561165e-05
-2.941184119411941,6.18948344561165e-05
-2.9405840594059405,6.18948344561165e-05
-2.93998399939994,6.18948344561165e-05
-2.9393839393939394,6.18948344561165e-05
-2.938783879387939,6.18948344561165e-05
-2.9381838193819383,6.18948344561165e-05
-2.9375837593759377,6.18948344561165e-05
-2.9369836993699368,6.18948344561165e-05
-2.936383639363936,6.18948344561165e-05
-2.9357835793579357,6.18948344561165e-05
-2.935183519351935,6.18948344561165e-05
-2.9345834593459346,6.18948344561165e-05
-2.933983399339934,6.18948344561165e-05
-2.9333833393339335,6.18948344561165e-05
-2.932783279327933,6.18948344561165e-05
-2.932183219321932,6.18948344561165e-05
-2.9315831593159314,6.18948344561165e-05
-2.930983099309931,6.18948344561165e-05
-2.9303830393039303,6.18948344561165e-05
-2.9297829792979297,6.18948344561165e-05
-2.929182919291929,6.18948344561165e-05
-2.9285828592859287,6.18948344561165e-05
-2.927982799279928,6.18948344561165e-05
-2.927382739273927,6.18948344561165e-05
-2.9267826792679266,6.18948344561165e-05
-2.926182619261926,6.18948344561165e-05
-2.9255825592559255,6.18948344561165e-05
-2.924982499249925,6.18948344561165e-05
-2.9243824392439244,6.18948344561165e-05
-2.923782379237924,6.18948344561165e-05
-2.9231823192319233,6.18948344561165e-05
-2.9225822592259223,6.18948344561165e-05
-2.9219821992199217,6.18948344561165e-05
-2.921382139213921,6.18948344561165e-05
-2.9207820792079207,6.18948344561165e-05
-2.92018201920192,6.18948344561165e-05
-2.9195819591959196,6.18948344561165e-05
-2.918981899189919,6.18948344561165e-05
-2.9183818391839185,6.18948344561165e-05
-2.917781779177918,6.18948344561165e-05
-2.917181719171917,6.18948344561165e-05
-2.9165816591659164,6.18948344561165e-05
-2.915981599159916,6.18948344561165e-05
-2.9153815391539153,6.18948344561165e-05
-2.9147814791479147,6.18948344561165e-05
-2.914181419141914,6.18948344561165e-05
-2.9135813591359137,6.18948344561165e-05
-2.912981299129913,6.18948344561165e-05
-2.912381239123912,6.18948344561165e-05
-2.9117811791179116,6.18948344561165e-05
-2.911181119111911,6.18948344561165e-05
-2.9105810591059105,6.18948344561165e-05
-2.90998099909991,6.18948344561165e-05
-2.9093809390939094,6.18948344561165e-05
-2.908780879087909,6.18948344561165e-05
-2.9081808190819083,6.18948344561165e-05
-2.9075807590759077,6.18948344561165e-05
-2.9069806990699067,6.18948344561165e-05
-2.906380639063906,6.18948344561165e-05
-2.9057805790579057,6.18948344561165e-05
-2.905180519051905,6.18948344561165e-05
-2.9045804590459046,6.18948344561165e-05
-2.903980399039904,6.18948344561165e-05
-2.9033803390339035,6.18948344561165e-05
-2.902780279027903,6.18948344561165e-05
-2.902180219021902,6.18948344561165e-05
-2.9015801590159014,6.18948344561165e-05
-2.900980099009901,6.18948344561165e-05
-2.9003800390039003,6.18948344561165e-05
-2.8997799789978997,6.18948344561165e-05
-2.899179918991899,6.18948344561165e-05
-2.8985798589858986,6.18948344561165e-05
-2.897979798979898,6.18948344561165e-05
-2.897379738973897,6.18948344561165e-05
-2.8967796789678966,6.18948344561165e-05
-2.896179618961896,6.18948344561165e-05
-2.8955795589558955,6.18948344561165e-05
-2.894979498949895,6.18948344561165e-05
-2.8943794389438944,6.18948344561165e-05
-2.893779378937894,6.18948344561165e-05
-2.8931793189318933,6.18948344561165e-05
-2.8925792589258923,6.18948344561165e-05
-2.8919791989198917,6.18948344561165e-05
-2.891379138913891,6.18948344561165e-05
-2.8907790789078907,6.18948344561165e-05
-2.89017901890189,6.18948344561165e-05
-2.8895789588958896,6.18948344561165e-05
-2.888978898889889,6.18948344561165e-05
-2.8883788388838885,6.18948344561165e-05
-2.887778778877888,6.18948344561165e-05
-2.887178718871887,6.18948344561165e-05
-2.8865786588658864,6.18948344561165e-05
-2.885978598859886,6.18948344561165e-05
-2.8853785388538853,6.18948344561165e-05
-2.8847784788478847,6.18948344561165e-05
-2.884178418841884,6.18948344561165e-05
-2.8835783588358836,6.18948344561165e-05
-2.882978298829883,6.18948344561165e-05
-2.882378238823882,6.18948344561165e-05
-2.8817781788178816,6.18948344561165e-05
-2.881178118811881,6.18948344561165e-05
-2.8805780588058805,6.18948344561165e-05
-2.87997799879988,6.18948344561165e-05
-2.8793779387938794,6.18948344561165e-05
-2.878777878787879,6.18948344561165e-05
-2.8781778187818783,6.18948344561165e-05
-2.8775777587758777,6.18948344561165e-05
-2.8769776987698767,6.18948344561165e-05
-2.876377638763876,6.18948344561165e-05
-2.8757775787578757,6.18948344561165e-05
-2.875177518751875,6.18948344561165e-05
-2.8745774587458746,6.18948344561165e-05
-2.873977398739874,6.18948344561165e-05
-2.8733773387338735,6.18948344561165e-05
-2.872777278727873,6.18948344561165e-05
-2.872177218721872,6.18948344561165e-05
-2.8715771587158714,6.18948344561165e-05
-2.870977098709871,6.18948344561165e-05
-2.8703770387038703,6.18948344561165e-05
-2.8697769786978697,6.18948344561165e-05
-2.869176918691869,6.18948344561165e-05
-2.8685768586858686,6.18948344561165e-05
-2.867976798679868,6.18948344561165e-05
-2.867376738673867,6.18948344561165e-05
-2.8667766786678666,6.18948344561165e-05
-2.866176618661866,6.18948344561165e-05
-2.8655765586558655,6.18948344561165e-05
-2.864976498649865,6.18948344561165e-05
-2.8643764386438644,6.18948344561165e-05
-2.863776378637864,6.18948344561165e-05
-2.8631763186318633,6.18948344561165e-05
-2.8625762586258623,6.18948344561165e-05
-2.8619761986198617,6.18948344561165e-05
-2.861376138613861,6.18948344561165e-05
-2.8607760786078607,6.18948344561165e-05
-2.86017601860186,6.18948344561165e-05
-2.8595759585958596,6.18948344561165e-05
-2.858975898589859,6.18948344561165e-05
-2.8583758385838585,6.18948344561165e-05
-2.857775778577858,6.18948344561165e-05
-2.857175718571857,6.18948344561165e-05
-2.8565756585658564,6.18948344561165e-05
-2.855975598559856,6.18948344561165e-05
-2.8553755385538553,6.18948344561165e-05
-2.8547754785478547,6.18948344561165e-05
-2.854175418541854,6.18948344561165e-05
-2.8535753585358536,6.18948344561165e-05
-2.852975298529853,6.18948344561165e-05
-2.852375238523852,6.18948344561165e-05
-2.8517751785178516,6.18948344561165e-05
-2.851175118511851,6.18948344561165e-05
-2.8505750585058505,6.18948344561165e-05
-2.84997499849985,6.18948344561165e-05
-2.8493749384938494,6.18948344561165e-05
-2.848774878487849,6.18948344561165e-05
-2.8481748184818483,6.18948344561165e-05
-2.8475747584758477,6.18948344561165e-05
-2.8469746984698467,6.18948344561165e-05
-2.846374638463846,6.18948344561165e-05
-2.8457745784578456,6.18948344561165e-05
-2.845174518451845,6.18948344561165e-05
-2.8445744584458446,6.18948344561165e-05
-2.843974398439844,6.18948344561165e-05
-2.8433743384338435,6.18948344561165e-05
-2.8427742784278425,6.18948344561165e-05
-2.842174218421842,6.18948344561165e-05
-2.8415741584158414,6.18948344561165e-05
-2.840974098409841,6.18948344561165e-05
-2.8403740384038403,6.18948344561165e-05
-2.8397739783978397,6.18948344561165e-05
-2.839173918391839,6.18948344561165e-05
-2.8385738583858386,6.18948344561165e-05
-2.837973798379838,6.18948344561165e-05
-2.837373738373837,6.18948344561165e-05
-2.8367736783678366,6.18948344561165e-05
-2.836173618361836,6.18948344561165e-05
-2.8355735583558355,6.18948344561165e-05
-2.834973498349835,6.18948344561165e-05
-2.8343734383438344,6.18948344561165e-05
-2.833773378337834,6.18948344561165e-05
-2.8331733183318333,6.18948344561165e-05
-2.8325732583258323,6.18948344561165e-05
-2.8319731983198317,6.18948344561165e-05
-2.831373138313831,6.18948344561165e-05
-2.8307730783078306,6.18948344561165e-05
-2.83017301830183,6.18948344561165e-05
-2.8295729582958296,6.18948344561165e-05
-2.828972898289829,6.18948344561165e-05
-2.8283728382838285,6.18948344561165e-05
-2.827772778277828,6.18948344561165e-05
-2.827172718271827,6.18948344561165e-05
-2.8265726582658264,6.18948344561165e-05
-2.825972598259826,6.18948344561165e-05
-2.8253725382538253,6.18948344561165e-05
-2.8247724782478247,6.18948344561165e-05
-2.824172418241824,6.18948344561165e-05
-2.8235723582358236,6.18948344561165e-05
-2.822972298229823,6.18948344561165e-05
-2.822372238223822,6.18948344561165e-05
-2.8217721782178216,6.18948344561165e-05
-2.821172118211821,6.18948344561165e-05
-2.8205720582058205,6.18948344561165e-05
-2.81997199819982,6.18948344561165e-05
-2.8193719381938194,6.18948344561165e-05
-2.818771878187819,6.18948344561165e-05
-2.8181718181818183,6.18948344561165e-05
-2.8175717581758177,6.18948344561165e-05
-2.8169716981698167,6.18948344561165e-05
-2.816371638163816,6.18948344561165e-05
-2.8157715781578156,6.18948344561165e-05
-2.815171518151815,6.18948344561165e-05
-2.8145714581458146,6.18948344561165e-05
-2.813971398139814,6.18948344561165e-05
-2.8133713381338135,6.18948344561165e-05
-2.8127712781278125,6.18948344561165e-05
-2.812171218121812,6.18948344561165e-05
-2.8115711581158114,6.18948344561165e-05
-2.810971098109811,6.18948344561165e-05
-2.8103710381038103,6.18948344561165e-05
